split,class_name,label,subtype,group,path,sha256
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/IMG_5514.png,Foam-Heavy/IMG_5514.png,efcae55fdf5ac39ca62f2c42b5aee6b0b5c5923aa7a0289e1999fd35114aab3c
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0054.jpg,Foam-Heavy/frame_0054.jpg,b98b92cf7d8074637c09b67ee8f987d6f7845885f52de7edbf2d77b694cb19fc
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0040.jpg,Foam-Heavy/frame_0040.jpg,8f52ed7bfe91fbc656cc0bd9238b4de0e54a21ece9209b28e59c66134fe023eb
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0068.jpg,Foam-Heavy/frame_0068.jpg,1cb09ff95aaf8b829e0fb81504ec047debf224731331dc404b723475a65f3475
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0097.jpg,Foam-Heavy/frame_0097.jpg,355277587bf6e1e9a46de8a4d9d8e5e98a51cd11e9eda85543de0b1aa907587a
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0083.jpg,Foam-Heavy/frame_0083.jpg,c5583bb5b410d4a2905fad9b3a581f5c2a7f0b9f7a8b1e0585b8d42281fac6f9
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0044.jpg,Foam-Heavy/frame_0044.jpg,e11a99622017816f8f7fa76491654689af608b04f6c6bf056afa9ed3bbae6e13
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0050.jpg,Foam-Heavy/frame_0050.jpg,83c6f690e245a36f6015e7706cdf826cc5d00bf46b371adc7bee7a7430e25c2f
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0078.jpg,Foam-Heavy/frame_0078.jpg,f5ba86d915436ed0a275107231723a4e74d000b015d20231f62af8ad4a70e017
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/IMG_5510.png,Foam-Heavy/IMG_5510.png,28259fb525a63aa52120758342cb58ca5bc9e4750300997b729e3fda6c31c980
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0130.jpg,Foam-Heavy/frame_0130.jpg,48b22a0a23010b0d9e134ded6660d5d5e6de92be9cbe0660374455ce0df967ca
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0124.jpg,Foam-Heavy/frame_0124.jpg,ff31d4ef95dacf57814de73e7be0b4652827b477d37fe7b8cb4271cde24020fc
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0118.jpg,Foam-Heavy/frame_0118.jpg,20000ab4d9386ee894d4305a20e77d6ffd0d6c15483a05f03a72884bbb3b4313
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0119.jpg,Foam-Heavy/frame_0119.jpg,fd24b58f7b9c6ddb39a159c2503d1ed3e1f57f7cb77a49f1e8cda96ae4c67aec
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0125.jpg,Foam-Heavy/frame_0125.jpg,a67dd160cab1fbaf355c1823fe0f37f0a5b9869e9e457438f9291eedd401a5c9
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0131.jpg,Foam-Heavy/frame_0131.jpg,a5121b13917dba2e96b163d2860b8f801f044bfc798295b751d4c3e1dc5aede9
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/IMG_5511.png,Foam-Heavy/IMG_5511.png,f4728257ad8941ecfcfd10d6fa3a39609014808190265e128eef7f1d743fd2a6
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0079.jpg,Foam-Heavy/frame_0079.jpg,54efa1206126d0c1671a6829c888aa01577d689c0a00d44683ee868bf06cc307
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0051.jpg,Foam-Heavy/frame_0051.jpg,83294c3a56ce1f324fd95f52c48b36fef0be623d700995e3407897d9dd9657a9
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0086.jpg,Foam-Heavy/frame_0086.jpg,46407b8215b12316263318943a9e3d3d7a4baa48fdea0c07c7759ff8f680094f
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0090.jpg,Foam-Heavy/frame_0090.jpg,872de98ed87abaca0a85cf281ee23d8cb0fd9ab80531c52727652e3a4e154c41
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,c45f966baf32f70d5e7774e2812683f66a212e28410907d82291dd3880df1760
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/WIN_20260707_13_39_58_Pro.jpg,Foam-Heavy/WIN_20260707_13_39_58_Pro.jpg,197b32e22e35badee0e58124c6fabb1b672a1a3e3e89c386153fff36900e36c6
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0053.jpg,Foam-Heavy/frame_0053.jpg,13cf97fb09be11c33e3a496fecc35b5872fb30791ecae34d103abfbc373a9fc8
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0047.jpg,Foam-Heavy/frame_0047.jpg,29f20cd65e08ba370e3087259550cefdaa21cab09f03cb49eb3d51c647b9b4c2
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/IMG_5513.png,Foam-Heavy/IMG_5513.png,09ee92bbe2d375ef0775f09ea62fedd112e639dda384ae5babbf0ac79bdaf7d6
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0127.jpg,Foam-Heavy/frame_0127.jpg,9312309b9ec183adb0e4b711c1a919778488f4ba70cc3ebfd52ce9520de0d23a
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/IMG_5506.png,Foam-Heavy/IMG_5506.png,5545c91f65ab7524287c01bde159a397f3f6c1bef920bb2d7c0e38bdc0822835
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/IMG_5512.png,Foam-Heavy/IMG_5512.png,af46ec779de6d4a977caa75f8c4cec93f72ea0cedb373d0130781d7553e392db
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0052.jpg,Foam-Heavy/frame_0052.jpg,2f5152c2b8a92f0764f71599e547ea0183635870e2a5d54e544c3972f6bd52d3
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0085.jpg,Foam-Heavy/frame_0085.jpg,60730ede84bce2ad0581f9cde6aa06facccd436cacb77b3e4925334708417a3d
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0009.jpg,Foam-Heavy/frame_0009.jpg,6fc32b2dc752b2777ee42899e0d37bdd060555555d9aed69a3dd481edfcfea80
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0035.jpg,Foam-Heavy/frame_0035.jpg,fd6d84795d2ffb4651396a764a1eb292b89d15d72f486f55d71c6296c6ea332c
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0021.jpg,Foam-Heavy/frame_0021.jpg,956e3516413cc690a3029ccdd69fdee429b174f30657cf59097ef79c377e42de
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,aa2360dce7c8200ee1cff9abe9c90ddcacfca8d6366be03f9c898628196c677f
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0034.jpg,Foam-Heavy/frame_0034.jpg,def518d4dcb35342d3baa19e4a93c0b3e314e94384324c21c76f5839069e7279
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0008.jpg,Foam-Heavy/frame_0008.jpg,de5d7fd1fb4e4710353c3723cb0bc2a256de2d6c464d07de86b10cb502edb0bd
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0022.jpg,Foam-Heavy/frame_0022.jpg,2e4f32c3aca031c52a039a1ed1080b413fddf5b324b7da28ccfd7bf5851f8c27
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,442031d8aa02c03fd85a440fff53d5fc8eb9d628af3b6e7bef106516d0ade73a
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0023.jpg,Foam-Heavy/frame_0023.jpg,4d21d4cc93bcee24c0e9a22f7559f4c36827e1c92b220c2a9fe2165edb7ccd2f
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0027.jpg,Foam-Heavy/frame_0027.jpg,71691105333d4554a4b2d1f0649134d448b55c08d064dd4a9587b90803d07eee
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0032.jpg,Foam-Heavy/frame_0032.jpg,e45eaf0485455d8b2b82337a55ed0ff9401b6a70fa216cbed234a0ce67d904d3
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0026.jpg,Foam-Heavy/frame_0026.jpg,e35a55aa570e38bbf3824a0a57c400e9610229fae852bb34b5e446a09708d99d
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0030.jpg,Foam-Heavy/frame_0030.jpg,1fe393582a6519702946c640c218a7a96d2d7217509b7fa105aab09aa5de1023
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0024.jpg,Foam-Heavy/frame_0024.jpg,7df9e6b27fd7044ab530de7c42eda6282d970345043905765bcdcde9fe29df61
train,Foam-Heavy,0,root,Foam-Heavy::root::Foam-Heavy/frame_0031.jpg,Foam-Heavy/frame_0031.jpg,a0ed78de9ac4afeb2c1f8597b490ab54220c7570ee6b149f3999e7ef059ce874
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0028.jpg,Foam-Mild/frame_0028.jpg,79dcf3a2ecac335bce9f058904ae5ff0ce85c03349b32da222732fd30550403f
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0000.jpg,Foam-Mild/frame_0000.jpg,33026a81b983e6fb63098f5097ebf37d5a91640a4973483a9bef5d84b560f436
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0161.jpg,Foam-Mild/frame_0161.jpg,e2648645e6cfa9737997ee32e5ea0634b39c54b0419a575e2dd7f4358f911d83
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0149.jpg,Foam-Mild/frame_0149.jpg,995122b90c0b66becf813b780761e2e0dee4c41c4c29de6257099f3d600b21a2
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0001.jpg,Foam-Mild/frame_0001.jpg,a00f461eed79627fa2e1ec13f1caf3f7b979c78814cfa945b38929d6f8922752
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0029.jpg,Foam-Mild/frame_0029.jpg,24610f0ba3727cd829e14cbfdd1a63f2d89368bd47e1cbbed49cc8c808bddb6e
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0017.jpg,Foam-Mild/frame_0017.jpg,1ae1db82f6d047fb1b5d5183ea6ac93195a6860304a1d4e2c85125753fcfe70d
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0162.jpg,Foam-Mild/frame_0162.jpg,3d37fd32c17ad1612b7342d01d69e65daf4be39d7416b69dd2fe197e00bc5743
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0016.jpg,Foam-Mild/frame_0016.jpg,742cf032a69881b13d6c8d66a1c27116c63878be7e140c88c86bf342fcba11c6
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0002.jpg,Foam-Mild/frame_0002.jpg,3a4a79cf5725f9e50fa954058e935f619b966704149e77435a6b07aa42034fc0
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/frame_0012.jpg,Foam-Mild/frame_0012.jpg,f383bf7f3a0d612ded2fad115af9b9fe8e632344cbf4a5dac673b2e4659481a5
train,Foam-Mild,1,root,Foam-Mild::root::Foam-Mild/WIN_20260707_13_35_32_Pro.jpg,Foam-Mild/WIN_20260707_13_35_32_Pro.jpg,c7c421c95099a8545cf71e155a5358f51f1fc1095bb0a88a551cf0b55fd73890
