class_name,image_a,image_b,dhash_distance
Foam-Heavy,Foam-Heavy/frame_0121.jpg,Foam-Heavy/frame_0122.jpg,3
Foam-Heavy,Foam-Heavy/frame_0124.jpg,Foam-Heavy/frame_0125.jpg,4
Foam-Heavy,Foam-Heavy/frame_0126.jpg,Foam-Heavy/frame_0127.jpg,4
Foam-Heavy,Foam-Heavy/frame_0127.jpg,Foam-Heavy/frame_0128.jpg,2
Foam-Heavy,Foam-Heavy/frame_0131.jpg,Foam-Heavy/frame_0132.jpg,1
Foam-Mild,Foam-Mild/WIN_20260707_13_13_49_Pro.jpg,Foam-Mild/WIN_20260707_13_13_54_Pro.jpg,4
Foam-Mild,Foam-Mild/WIN_20260707_13_14_12_Pro.jpg,Foam-Mild/WIN_20260707_13_14_13_Pro.jpg,1
Foam-Mild,Foam-Mild/WIN_20260707_13_16_03_Pro.jpg,Foam-Mild/WIN_20260707_13_16_04_Pro.jpg,0
Foam-Mild,Foam-Mild/WIN_20260707_13_16_33_Pro.jpg,Foam-Mild/WIN_20260707_13_16_34_Pro.jpg,0
Foam-Mild,Foam-Mild/WIN_20260707_13_17_44_Pro.jpg,Foam-Mild/WIN_20260707_13_17_45_Pro.jpg,0
Foam-Mild,Foam-Mild/WIN_20260707_13_18_08_Pro (2).jpg,Foam-Mild/WIN_20260707_13_18_08_Pro.jpg,2
Foam-Mild,Foam-Mild/WIN_20260707_13_18_08_Pro (2).jpg,Foam-Mild/WIN_20260707_13_18_09_Pro.jpg,2
Foam-Mild,Foam-Mild/WIN_20260707_13_18_08_Pro.jpg,Foam-Mild/WIN_20260707_13_18_09_Pro.jpg,0
Foam-Mild,Foam-Mild/WIN_20260707_13_19_00_Pro.jpg,Foam-Mild/WIN_20260707_13_19_01_Pro.jpg,0
Foam-Mild,Foam-Mild/WIN_20260707_13_19_41_Pro.jpg,Foam-Mild/WIN_20260707_13_19_42_Pro.jpg,2
Foam-Mild,Foam-Mild/WIN_20260707_13_19_41_Pro.jpg,Foam-Mild/WIN_20260707_13_19_43_Pro.jpg,3
Foam-Mild,Foam-Mild/WIN_20260707_13_19_42_Pro.jpg,Foam-Mild/WIN_20260707_13_19_43_Pro.jpg,3
Foam-Mild,Foam-Mild/WIN_20260707_13_19_43_Pro.jpg,Foam-Mild/WIN_20260707_13_21_14_Pro.jpg,4
Foam-Mild,Foam-Mild/WIN_20260707_13_35_34_Pro.jpg,Foam-Mild/WIN_20260707_13_35_36_Pro.jpg,3
Foam-Mild,Foam-Mild/WIN_20260707_13_35_45_Pro.jpg,Foam-Mild/WIN_20260707_13_35_46_Pro.jpg,3
Foam-Mild,Foam-Mild/frame_0000.jpg,Foam-Mild/frame_0001.jpg,2
Foam-Mild,Foam-Mild/frame_0000.jpg,Foam-Mild/frame_0002.jpg,2
Foam-Mild,Foam-Mild/frame_0000.jpg,Foam-Mild/frame_0003.jpg,3
Foam-Mild,Foam-Mild/frame_0000.jpg,Foam-Mild/frame_0004.jpg,4
Foam-Mild,Foam-Mild/frame_0001.jpg,Foam-Mild/frame_0002.jpg,4
Foam-Mild,Foam-Mild/frame_0001.jpg,Foam-Mild/frame_0004.jpg,4
Foam-Mild,Foam-Mild/frame_0002.jpg,Foam-Mild/frame_0003.jpg,1
Foam-Mild,Foam-Mild/frame_0002.jpg,Foam-Mild/frame_0004.jpg,2
Foam-Mild,Foam-Mild/frame_0003.jpg,Foam-Mild/frame_0004.jpg,1
Foam-Mild,Foam-Mild/frame_0003.jpg,Foam-Mild/frame_0005.jpg,4
Foam-Mild,Foam-Mild/frame_0005.jpg,Foam-Mild/frame_0006.jpg,4
Foam-Mild,Foam-Mild/frame_0006.jpg,Foam-Mild/frame_0007.jpg,4
Foam-Mild,Foam-Mild/frame_0006.jpg,Foam-Mild/frame_0008.jpg,4
Foam-Mild,Foam-Mild/frame_0007.jpg,Foam-Mild/frame_0008.jpg,2
Foam-Mild,Foam-Mild/frame_0008.jpg,Foam-Mild/frame_0009.jpg,3
Foam-Mild,Foam-Mild/frame_0008.jpg,Foam-Mild/frame_0010.jpg,4
Foam-Mild,Foam-Mild/frame_0009.jpg,Foam-Mild/frame_0010.jpg,1
Foam-Mild,Foam-Mild/frame_0009.jpg,Foam-Mild/frame_0011.jpg,4
Foam-Mild,Foam-Mild/frame_0010.jpg,Foam-Mild/frame_0011.jpg,3
Foam-Mild,Foam-Mild/frame_0011.jpg,Foam-Mild/frame_0012.jpg,2
Foam-Mild,Foam-Mild/frame_0014.jpg,Foam-Mild/frame_0015.jpg,3
Foam-Mild,Foam-Mild/frame_0015.jpg,Foam-Mild/frame_0016.jpg,3
Foam-Mild,Foam-Mild/frame_0017.jpg,Foam-Mild/frame_0018.jpg,3
Foam-Mild,Foam-Mild/frame_0017.jpg,Foam-Mild/frame_0019.jpg,4
Foam-Mild,Foam-Mild/frame_0018.jpg,Foam-Mild/frame_0019.jpg,1
Foam-Mild,Foam-Mild/frame_0021.jpg,Foam-Mild/frame_0022.jpg,3
Foam-Mild,Foam-Mild/frame_0022.jpg,Foam-Mild/frame_0023.jpg,4
Foam-Mild,Foam-Mild/frame_0027.jpg,Foam-Mild/frame_0028.jpg,4
Foam-Mild,Foam-Mild/frame_0036.jpg,Foam-Mild/frame_0037.jpg,4
Foam-Mild,Foam-Mild/frame_0036.jpg,Foam-Mild/frame_0038.jpg,4
Foam-Mild,Foam-Mild/frame_0037.jpg,Foam-Mild/frame_0038.jpg,2
Foam-Mild,Foam-Mild/frame_0039.jpg,Foam-Mild/frame_0040.jpg,4
Foam-Mild,Foam-Mild/frame_0039.jpg,Foam-Mild/frame_0041.jpg,4
Foam-Mild,Foam-Mild/frame_0040.jpg,Foam-Mild/frame_0041.jpg,4
Foam-Mild,Foam-Mild/frame_0043.jpg,Foam-Mild/frame_0044.jpg,1
Foam-Mild,Foam-Mild/frame_0043.jpg,Foam-Mild/frame_0045.jpg,1
Foam-Mild,Foam-Mild/frame_0043.jpg,Foam-Mild/frame_0046.jpg,3
Foam-Mild,Foam-Mild/frame_0044.jpg,Foam-Mild/frame_0045.jpg,2
Foam-Mild,Foam-Mild/frame_0044.jpg,Foam-Mild/frame_0046.jpg,4
Foam-Mild,Foam-Mild/frame_0045.jpg,Foam-Mild/frame_0046.jpg,4
Foam-Mild,Foam-Mild/frame_0047.jpg,Foam-Mild/frame_0048.jpg,3
Foam-Mild,Foam-Mild/frame_0048.jpg,Foam-Mild/frame_0049.jpg,2
Foam-Mild,Foam-Mild/frame_0048.jpg,Foam-Mild/frame_0050.jpg,3
Foam-Mild,Foam-Mild/frame_0049.jpg,Foam-Mild/frame_0050.jpg,1
Foam-Mild,Foam-Mild/frame_0050.jpg,Foam-Mild/frame_0051.jpg,4
Foam-Mild,Foam-Mild/frame_0051.jpg,Foam-Mild/frame_0052.jpg,2
Foam-Mild,Foam-Mild/frame_0061.jpg,Foam-Mild/frame_0062.jpg,4
Foam-Mild,Foam-Mild/frame_0062.jpg,Foam-Mild/frame_0063.jpg,3
Foam-Mild,Foam-Mild/frame_0064.jpg,Foam-Mild/frame_0065.jpg,4
Foam-Mild,Foam-Mild/frame_0067.jpg,Foam-Mild/frame_0068.jpg,4
Foam-Mild,Foam-Mild/frame_0072.jpg,Foam-Mild/frame_0073.jpg,4
Foam-Mild,Foam-Mild/frame_0074.jpg,Foam-Mild/frame_0075.jpg,2
Foam-Mild,Foam-Mild/frame_0074.jpg,Foam-Mild/frame_0076.jpg,2
Foam-Mild,Foam-Mild/frame_0074.jpg,Foam-Mild/frame_0077.jpg,4
Foam-Mild,Foam-Mild/frame_0074.jpg,Foam-Mild/frame_0078.jpg,4
Foam-Mild,Foam-Mild/frame_0075.jpg,Foam-Mild/frame_0076.jpg,0
Foam-Mild,Foam-Mild/frame_0075.jpg,Foam-Mild/frame_0077.jpg,2
Foam-Mild,Foam-Mild/frame_0075.jpg,Foam-Mild/frame_0078.jpg,4
Foam-Mild,Foam-Mild/frame_0075.jpg,Foam-Mild/frame_0079.jpg,4
Foam-Mild,Foam-Mild/frame_0076.jpg,Foam-Mild/frame_0077.jpg,2
Foam-Mild,Foam-Mild/frame_0076.jpg,Foam-Mild/frame_0078.jpg,4
Foam-Mild,Foam-Mild/frame_0076.jpg,Foam-Mild/frame_0079.jpg,4
Foam-Mild,Foam-Mild/frame_0077.jpg,Foam-Mild/frame_0078.jpg,4
Foam-Mild,Foam-Mild/frame_0079.jpg,Foam-Mild/frame_0080.jpg,2
Foam-Mild,Foam-Mild/frame_0079.jpg,Foam-Mild/frame_0081.jpg,2
Foam-Mild,Foam-Mild/frame_0080.jpg,Foam-Mild/frame_0081.jpg,2
Foam-Mild,Foam-Mild/frame_0081.jpg,Foam-Mild/frame_0082.jpg,3
Foam-Mild,Foam-Mild/frame_0082.jpg,Foam-Mild/frame_0083.jpg,4
Foam-Mild,Foam-Mild/frame_0083.jpg,Foam-Mild/frame_0084.jpg,3
Foam-Mild,Foam-Mild/frame_0084.jpg,Foam-Mild/frame_0085.jpg,2
Foam-Mild,Foam-Mild/frame_0085.jpg,Foam-Mild/frame_0086.jpg,4
Foam-Mild,Foam-Mild/frame_0086.jpg,Foam-Mild/frame_0087.jpg,3
Foam-Mild,Foam-Mild/frame_0089.jpg,Foam-Mild/frame_0090.jpg,2
Foam-Mild,Foam-Mild/frame_0089.jpg,Foam-Mild/frame_0091.jpg,3
Foam-Mild,Foam-Mild/frame_0090.jpg,Foam-Mild/frame_0091.jpg,1
Foam-Mild,Foam-Mild/frame_0090.jpg,Foam-Mild/frame_0092.jpg,4
Foam-Mild,Foam-Mild/frame_0091.jpg,Foam-Mild/frame_0092.jpg,3
Foam-Mild,Foam-Mild/frame_0091.jpg,Foam-Mild/frame_0093.jpg,4
Foam-Mild,Foam-Mild/frame_0093.jpg,Foam-Mild/frame_0094.jpg,4
Foam-Mild,Foam-Mild/frame_0093.jpg,Foam-Mild/frame_0095.jpg,4
Foam-Mild,Foam-Mild/frame_0094.jpg,Foam-Mild/frame_0095.jpg,2
Foam-Mild,Foam-Mild/frame_0097.jpg,Foam-Mild/frame_0098.jpg,4
Foam-Mild,Foam-Mild/frame_0102.jpg,Foam-Mild/frame_0103.jpg,3
Foam-Mild,Foam-Mild/frame_0106.jpg,Foam-Mild/frame_0107.jpg,3
Foam-Mild,Foam-Mild/frame_0107.jpg,Foam-Mild/frame_0108.jpg,4
Foam-Mild,Foam-Mild/frame_0109.jpg,Foam-Mild/frame_0110.jpg,2
Foam-Mild,Foam-Mild/frame_0110.jpg,Foam-Mild/frame_0111.jpg,4
Foam-Mild,Foam-Mild/frame_0111.jpg,Foam-Mild/frame_0112.jpg,3
Foam-Mild,Foam-Mild/frame_0111.jpg,Foam-Mild/frame_0113.jpg,2
Foam-Mild,Foam-Mild/frame_0112.jpg,Foam-Mild/frame_0113.jpg,3
Foam-Mild,Foam-Mild/frame_0116.jpg,Foam-Mild/frame_0117.jpg,4
Foam-Mild,Foam-Mild/frame_0119.jpg,Foam-Mild/frame_0120.jpg,4
Foam-Mild,Foam-Mild/frame_0120.jpg,Foam-Mild/frame_0121.jpg,2
Foam-Mild,Foam-Mild/frame_0133.jpg,Foam-Mild/frame_0134.jpg,3
Foam-Mild,Foam-Mild/frame_0143.jpg,Foam-Mild/frame_0144.jpg,3
Foam-Mild,Foam-Mild/frame_0144.jpg,Foam-Mild/frame_0145.jpg,4
Foam-Mild,Foam-Mild/frame_0146.jpg,Foam-Mild/frame_0147.jpg,1
Foam-Mild,Foam-Mild/frame_0146.jpg,Foam-Mild/frame_0148.jpg,1
Foam-Mild,Foam-Mild/frame_0147.jpg,Foam-Mild/frame_0148.jpg,0
Foam-Mild,Foam-Mild/frame_0150.jpg,Foam-Mild/frame_0151.jpg,4
Foam-Mild,Foam-Mild/frame_0152.jpg,Foam-Mild/frame_0153.jpg,3
Foam-Mild,Foam-Mild/frame_0153.jpg,Foam-Mild/frame_0154.jpg,3
Foam-Mild,Foam-Mild/frame_0153.jpg,Foam-Mild/frame_0155.jpg,4
Foam-Mild,Foam-Mild/frame_0154.jpg,Foam-Mild/frame_0155.jpg,1
Foam-Mild,Foam-Mild/frame_0154.jpg,Foam-Mild/frame_0156.jpg,2
Foam-Mild,Foam-Mild/frame_0155.jpg,Foam-Mild/frame_0156.jpg,3
Foam-Mild,Foam-Mild/frame_0156.jpg,Foam-Mild/frame_0158.jpg,4
Foam-Mild,Foam-Mild/frame_0156.jpg,Foam-Mild/frame_0159.jpg,3
Foam-Mild,Foam-Mild/frame_0157.jpg,Foam-Mild/frame_0158.jpg,3
Foam-Mild,Foam-Mild/frame_0157.jpg,Foam-Mild/frame_0159.jpg,2
Foam-Mild,Foam-Mild/frame_0157.jpg,Foam-Mild/frame_0160.jpg,4
Foam-Mild,Foam-Mild/frame_0158.jpg,Foam-Mild/frame_0159.jpg,3
Foam-Mild,Foam-Mild/frame_0159.jpg,Foam-Mild/frame_0160.jpg,4
Foam-Mild,Foam-Mild/frame_0160.jpg,Foam-Mild/frame_0161.jpg,4
Foam-Mild,Foam-Mild/frame_0161.jpg,Foam-Mild/frame_0162.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/WIN_20260707_13_43_29_Pro.jpg,Post-Antifoam Addition/WIN_20260707_13_43_31_Pro.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/frame_0001.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/frame_0004.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/frame_0002.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/frame_0003.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/frame_0004.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/frame_0005.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/frame_0006.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/frame_0007.jpg,3
