class_name,subtype,path,sha256,width,height,aspect_ratio,blur_score,mean_brightness,quality_warning,exact_duplicate_of
Foam-Heavy,root,Foam-Heavy/IMG_5516.png,bcf941d598feac85371af1240d78b465835b84cee22840a0cd2b3883356796f5,3024,4032,0.75,193.806,119.951,,
Foam-Heavy,root,Foam-Heavy/IMG_5517.png,2eacaa4adc7d4b1921295bfc704a5784b9953769f26b6cfe7d2ea265ce1d5fee,3024,4032,0.75,175.324,119.296,,
Foam-Heavy,root,Foam-Heavy/IMG_5518.png,cbd377fba1738b9ae11a1168870322abbb903c4cfeeb4f43c3b36e024179ac91,3024,4032,0.75,265.168,111.485,,
Foam-Heavy,root,Foam-Heavy/IMG_5519.png,035c64dffbf4d1310c32412696bd6170e694f0337a927a699ced54437da63d42,3024,4032,0.75,127.677,121.788,,
Foam-Heavy,root,Foam-Heavy/IMG_5520.png,2b6e40ee343855d4500def76642a33fe2cc05968a0cdaf7705a93b94d8f1fd6b,3024,4032,0.75,139.306,115.792,,
Foam-Heavy,root,Foam-Heavy/IMG_5521.png,500c90c7e88ec3585d7f857b0c28d2c5017573b1063276d1db298cef24f15882,3024,4032,0.75,93.294,120.242,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_38_52_Pro.jpg,da9e0e7bff7ebb80312b28719a25846492159d94cf492e04b828fd8cd4197c35,1920,1080,1.7778,366.14,99.633,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_39_00_Pro.jpg,b76aceb29814b385311b972b1e196c8c426023947374ed808218c8fe83e326a7,1920,1080,1.7778,353.056,120.81,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_39_56_Pro.jpg,6165659f0dfd17ef3a8ed1b515c0feabb2de2c44eb8b7212976513ed047a4228,1920,1080,1.7778,285.8,116.947,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_39_58_Pro.jpg,197b32e22e35badee0e58124c6fabb1b672a1a3e3e89c386153fff36900e36c6,1920,1080,1.7778,298.165,114.293,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_39_59_Pro.jpg,7accd80d429ec5a8e498694cda4fa09509a2b38637175f1f82573d01ce583c8a,1920,1080,1.7778,248.946,93.657,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_01_Pro.jpg,9f84afdcaf57774062d8d0486d770c7aa3dc4a2e02ce4b15969b92d38d7742e6,1920,1080,1.7778,491.398,105.657,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_03_Pro.jpg,69aa6cbf4ed1e64526cf56cc7fdf6a745277bacb89d7a267bd88f39467d1f789,1920,1080,1.7778,544.387,97.67,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_05_Pro.jpg,68ba177a2c7bec2f2f8b64f80fef51402c2492d0ff2ae9c875f3ce97967c6158,1920,1080,1.7778,468.315,113.704,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,6e8f0725e7882948c9de5d5a8ef8b9bcba64a0c075dea59800e8f64d7e4f6ce7,1920,1080,1.7778,499.167,114.75,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,b23a3cac220d1a44123dd2318eef91475fecd71247ee3a2556dc7a09b7eff7e6,1920,1080,1.7778,397.253,116.04,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,de1180f798bfc39467ded393d016497d79dc9db9958828a2804a2c012cdf74e1,1920,1080,1.7778,338.822,122.742,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,aa2360dce7c8200ee1cff9abe9c90ddcacfca8d6366be03f9c898628196c677f,1920,1080,1.7778,351.164,119.992,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,9ca235481d4ef9b706e9f0f4e10f2839c14a2cc9cfe8bd2e3cd52c89bef6a55c,1920,1080,1.7778,315.806,109.39,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,442031d8aa02c03fd85a440fff53d5fc8eb9d628af3b6e7bef106516d0ade73a,1920,1080,1.7778,114.435,104.47,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,2696d8654554872c71b114d9a968dc47adac284a5babeb48008d9d9ddc2d6b63,1920,1080,1.7778,321.729,99.381,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,3a07bee127074f5ec43c15756950f2d62b4b3e62eef608ac8228c7ed34542173,1920,1080,1.7778,387.613,97.693,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,c45f966baf32f70d5e7774e2812683f66a212e28410907d82291dd3880df1760,1920,1080,1.7778,196.355,103.662,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,be1c4df2c45f297e6bec8d043608c478194e81ac3a576b26aeccdc502b922601,1920,1080,1.7778,271.582,96.301,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,2da49dc0a40e7da3ac063e58131207578c906b71c82925d36a6036411517e6ab,1920,1080,1.7778,196.926,95.173,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,0d0c15edf3f28b71153452ec339dac880798acf15d7c2773281a7348b7f3c946,1920,1080,1.7778,345.788,100.181,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,d68b12bf876328926e6729571367ad22e0c6be8eeaf166303f01ddc2c0079d01,1920,1080,1.7778,222.163,100.545,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,ef983bb8743c4fd4286e0c6204fd4f350270f3a726c19c3aa0e76ca87164686a,1920,1080,1.7778,295.547,97.398,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,7e53b3bf757dffcd84bf5fd1df7c032e49e3186043e2b6b28b3e7a2923da92d8,1920,1080,1.7778,42.132,96.384,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,ce97345d15ed35781de384904870d8168506d32f28006eb592d6e22735c8936c,1920,1080,1.7778,206.576,103.358,,
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,28ad8cafd92b88b6a78e4b6a10154d14821ccbe16dc9e330bffb4a821dca8945,1920,1080,1.7778,389.438,103.985,,
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,1010f029ab3e6f02dc6c26c90e2b62fffa3304d7006e42705e41357a58dbf590,224,224,1.0,3508.764,144.268,,
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,ccf1451d6bdf00c92bee32391da25762480419694b118909549866ba0c166d8e,224,224,1.0,3352.134,143.986,,
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,61109ee6fc4075149f373cd6ebd2951d0c072c66a4354684a35152e5f5b754a0,224,224,1.0,3422.102,143.414,,
Foam-Heavy,root,Foam-Heavy/frame_0003.jpg,7556238e139f01b6ef38122a8f0c3e13d100108e677a4b10d3c5f0529b7e4610,224,224,1.0,3509.537,142.323,,
Foam-Heavy,root,Foam-Heavy/frame_0004.jpg,18ed54d7c4eae4964c3ca75c2a89666bcb7d0eefb5f90e3348423832cbb0cba8,224,224,1.0,3653.842,142.177,,
Foam-Heavy,root,Foam-Heavy/frame_0005.jpg,bcc4114d7a7f046100eae00b0aa2df4eb6224fe582c8193b31e1e7ce3ad2e072,224,224,1.0,3534.903,142.391,,
Foam-Heavy,root,Foam-Heavy/frame_0006.jpg,237e08cce3fe08293dc8b3bbc85e95e29737a7dc867f613dce22cba24fe4a23d,224,224,1.0,3605.701,141.964,,
Foam-Heavy,root,Foam-Heavy/frame_0007.jpg,fb1863977cb73dce6f04765646850bfd231a32a7b3fce6f2ddbac5ad74ea0cc9,224,224,1.0,3670.654,141.633,,
Foam-Heavy,root,Foam-Heavy/frame_0008.jpg,de5d7fd1fb4e4710353c3723cb0bc2a256de2d6c464d07de86b10cb502edb0bd,224,224,1.0,3710.811,141.204,,
Foam-Heavy,root,Foam-Heavy/frame_0009.jpg,6fc32b2dc752b2777ee42899e0d37bdd060555555d9aed69a3dd481edfcfea80,224,224,1.0,3605.078,140.606,,
Foam-Heavy,root,Foam-Heavy/frame_0010.jpg,2ce2691d1fbdc63bcd138cc9af8406e423545c040324114ed696f6afed47e065,224,224,1.0,3558.687,140.568,,
Foam-Heavy,root,Foam-Heavy/frame_0011.jpg,b34345eb050bb17dc6fb3389dcb754e9eae66571684f1374397192051048d03d,224,224,1.0,3350.634,141.243,,
Foam-Heavy,root,Foam-Heavy/frame_0012.jpg,f6c239f8ff0a81ab588b1a78b73b3ab3e91288332549f813850ebceee0bbcce1,224,224,1.0,3536.888,141.191,,
Foam-Heavy,root,Foam-Heavy/frame_0013.jpg,8b415155cec0af4e2e85f842d5ff390c5fc04643ab38be96f4b77c6cfb3a6f5e,224,224,1.0,3239.889,141.504,,
Foam-Heavy,root,Foam-Heavy/frame_0014.jpg,abbf2f67b494a7659f22708bad63851305378effcd6ccc7ed0d88a6263ef5fc9,224,224,1.0,3488.663,141.493,,
Foam-Heavy,root,Foam-Heavy/frame_0015.jpg,c5310138cb30c0509c25146d5a529844f88fd9822644c3ee07cd7f818cbf2551,224,224,1.0,3343.232,142.221,,
Foam-Heavy,root,Foam-Heavy/frame_0016.jpg,2b8868fcbdc3f83b25c38a14f69d39dd7ad69a39650871cf4ed7b5f554a2b948,224,224,1.0,3475.902,142.67,,
Foam-Heavy,root,Foam-Heavy/frame_0017.jpg,14063b6aaaaf2aaf1c0ff99f87557997404ddc569686441df16bc5a2399a0346,224,224,1.0,3335.546,142.725,,
Foam-Heavy,root,Foam-Heavy/frame_0018.jpg,400f03f9983bf42249cbe29c1ebf861823e08edf4ad73424f1bb733ebfa98ed7,224,224,1.0,3486.521,142.764,,
Foam-Heavy,root,Foam-Heavy/frame_0019.jpg,10e57e1d7dbd9c0d659b3df620c659a82a9ac10f637a234d440914d3ebc5f6d0,224,224,1.0,2747.22,144.187,,
Foam-Heavy,root,Foam-Heavy/frame_0020.jpg,e7127dc0dfa03504a6730a3934c25ca99be517c7da7e2cb510f1eeae037b542a,224,224,1.0,3257.44,143.638,,
Foam-Heavy,root,Foam-Heavy/frame_0021.jpg,956e3516413cc690a3029ccdd69fdee429b174f30657cf59097ef79c377e42de,224,224,1.0,3305.299,144.969,,
Foam-Heavy,root,Foam-Heavy/frame_0022.jpg,2e4f32c3aca031c52a039a1ed1080b413fddf5b324b7da28ccfd7bf5851f8c27,224,224,1.0,3469.963,146.943,,
Foam-Heavy,root,Foam-Heavy/frame_0023.jpg,4d21d4cc93bcee24c0e9a22f7559f4c36827e1c92b220c2a9fe2165edb7ccd2f,224,224,1.0,3219.845,146.945,,
Foam-Heavy,root,Foam-Heavy/frame_0024.jpg,7df9e6b27fd7044ab530de7c42eda6282d970345043905765bcdcde9fe29df61,224,224,1.0,3776.83,145.669,,
Foam-Heavy,root,Foam-Heavy/frame_0025.jpg,8f8da2e4d363fb41464165a1f2e9ec16d40c19d7853b71e68c98edb78af73cb1,224,224,1.0,3814.574,145.622,,
Foam-Heavy,root,Foam-Heavy/frame_0026.jpg,e35a55aa570e38bbf3824a0a57c400e9610229fae852bb34b5e446a09708d99d,224,224,1.0,3917.641,145.427,,
Foam-Heavy,root,Foam-Heavy/frame_0027.jpg,71691105333d4554a4b2d1f0649134d448b55c08d064dd4a9587b90803d07eee,224,224,1.0,3583.215,145.539,,
Foam-Heavy,root,Foam-Heavy/frame_0028.jpg,a33240864d6c8261120baeb49f19392570c31408dd65be415270cf48d1fee005,224,224,1.0,3534.652,147.339,,
Foam-Heavy,root,Foam-Heavy/frame_0029.jpg,a3c2e5472e347b8a70882794a5e3fa231511b7722fdec549c2a0ed53f4af9b66,224,224,1.0,3796.539,146.243,,
Foam-Heavy,root,Foam-Heavy/frame_0030.jpg,1fe393582a6519702946c640c218a7a96d2d7217509b7fa105aab09aa5de1023,224,224,1.0,3398.245,144.841,,
Foam-Heavy,root,Foam-Heavy/frame_0031.jpg,a0ed78de9ac4afeb2c1f8597b490ab54220c7570ee6b149f3999e7ef059ce874,224,224,1.0,2859.881,144.98,,
Foam-Heavy,root,Foam-Heavy/frame_0032.jpg,e45eaf0485455d8b2b82337a55ed0ff9401b6a70fa216cbed234a0ce67d904d3,224,224,1.0,3568.625,145.028,,
Foam-Heavy,root,Foam-Heavy/frame_0033.jpg,49972f7b95cf83ae8ef3a9fc992720c100dc478f117a9b4e741bd3eeaf59f4ed,224,224,1.0,2966.521,145.13,,
Foam-Heavy,root,Foam-Heavy/frame_0034.jpg,def518d4dcb35342d3baa19e4a93c0b3e314e94384324c21c76f5839069e7279,224,224,1.0,3099.267,145.621,,
Foam-Heavy,root,Foam-Heavy/frame_0035.jpg,fd6d84795d2ffb4651396a764a1eb292b89d15d72f486f55d71c6296c6ea332c,224,224,1.0,3310.647,144.394,,
Foam-Heavy,root,Foam-Heavy/frame_0036.jpg,4772d7b3d1fee6e311195b0bea2b97c8cc0f613898ce4c1b1d0ff5bcaf42ba9e,224,224,1.0,3489.284,142.215,,
Foam-Heavy,root,Foam-Heavy/frame_0037.jpg,8c430957c249fa4df1b90e2816ed065666e2c0cae1af2d32f91098c246f02dcd,224,224,1.0,3386.343,142.888,,
Foam-Heavy,root,Foam-Heavy/frame_0038.jpg,7af59a1aa9c6b6716b7081acc5ae0e0d6e9245368b3590ccdc606d2910fcdb18,224,224,1.0,3351.52,143.528,,
Foam-Heavy,root,Foam-Heavy/frame_0039.jpg,ba75e047cb10fda376d554e48c575eed1d9ba6f25c7c59745c7ba5b148219079,224,224,1.0,3176.872,144.18,,
Foam-Heavy,root,Foam-Heavy/frame_0040.jpg,8f52ed7bfe91fbc656cc0bd9238b4de0e54a21ece9209b28e59c66134fe023eb,224,224,1.0,3056.543,145.096,,
Foam-Heavy,root,Foam-Heavy/frame_0041.jpg,016aa3b39daf212c94ab9a1b6d947e0246687356151aa1d33ee70bc0836e9240,224,224,1.0,2746.153,143.64,,
Foam-Heavy,root,Foam-Heavy/frame_0042.jpg,4db93109eaf77bafddf38835a11c286ada4eeab78c4a0d4c6a14b923ea63013f,224,224,1.0,3033.539,141.9,,
Foam-Heavy,root,Foam-Heavy/frame_0043.jpg,84838901d9401124b981025d3d332d9401b8e90e3cb0b95d05be2bd313cadffb,224,224,1.0,2933.491,141.824,,
Foam-Heavy,root,Foam-Heavy/frame_0044.jpg,e11a99622017816f8f7fa76491654689af608b04f6c6bf056afa9ed3bbae6e13,224,224,1.0,3023.097,141.113,,
Foam-Heavy,root,Foam-Heavy/frame_0045.jpg,a8ed0afbec25dde39a2bc58cd0f6384d2e47068fdedbfe035335029158a773af,224,224,1.0,2871.755,141.021,,
Foam-Heavy,root,Foam-Heavy/frame_0046.jpg,e337378a2558d4c637f20066bc122e7822f07ea518196d720151cafeb28fb715,224,224,1.0,3091.808,141.601,,
Foam-Heavy,root,Foam-Heavy/frame_0047.jpg,29f20cd65e08ba370e3087259550cefdaa21cab09f03cb49eb3d51c647b9b4c2,224,224,1.0,3283.043,141.254,,
Foam-Heavy,root,Foam-Heavy/frame_0048.jpg,b77e6fcc3ff1a27b7a1688fa8312b97194a2bddd1099d6b3b46c9bf83a14a6a6,224,224,1.0,3468.245,141.782,,
Foam-Heavy,root,Foam-Heavy/frame_0049.jpg,d95b3e30c8b0de67546d4d352b06986b490e0a14fd489ff3746b7edf4ef8dcbf,224,224,1.0,3061.538,143.158,,
Foam-Heavy,root,Foam-Heavy/frame_0050.jpg,83c6f690e245a36f6015e7706cdf826cc5d00bf46b371adc7bee7a7430e25c2f,224,224,1.0,3140.005,143.35,,
Foam-Heavy,root,Foam-Heavy/frame_0051.jpg,83294c3a56ce1f324fd95f52c48b36fef0be623d700995e3407897d9dd9657a9,224,224,1.0,3077.558,144.99,,
Foam-Heavy,root,Foam-Heavy/frame_0052.jpg,2f5152c2b8a92f0764f71599e547ea0183635870e2a5d54e544c3972f6bd52d3,224,224,1.0,3086.809,145.404,,
Foam-Heavy,root,Foam-Heavy/frame_0053.jpg,13cf97fb09be11c33e3a496fecc35b5872fb30791ecae34d103abfbc373a9fc8,224,224,1.0,3196.728,144.697,,
Foam-Heavy,root,Foam-Heavy/frame_0054.jpg,b98b92cf7d8074637c09b67ee8f987d6f7845885f52de7edbf2d77b694cb19fc,224,224,1.0,3156.314,143.832,,
Foam-Heavy,root,Foam-Heavy/frame_0055.jpg,4c31abb48459001d777d28536fd23781b0306690c8963ee1461ad14b9ab2d29d,224,224,1.0,2891.27,143.875,,
Foam-Heavy,root,Foam-Heavy/frame_0056.jpg,cfe761e949ca188dbd8d3c8587abb69680bd1dd0ce1ebfdcc9a2c53fcbf38d13,224,224,1.0,3064.981,144.91,,
Foam-Heavy,root,Foam-Heavy/frame_0057.jpg,70a531cc75c6340881b67f5f44b6e0fa663509a61c779e666de053f3341ddae8,224,224,1.0,3250.221,144.478,,
Foam-Heavy,root,Foam-Heavy/frame_0058.jpg,87dbe068a11be2b681263445e9fcef14a46a217ccc29f31c0fa08425bbf89133,224,224,1.0,3241.9,144.458,,
Foam-Heavy,root,Foam-Heavy/frame_0059.jpg,91f5b29db1aac265d56e887dd0f40aed122d8867e2590000593201cf1c2472c4,224,224,1.0,3216.578,144.591,,
Foam-Heavy,root,Foam-Heavy/frame_0060.jpg,1818ca3521cd3c969b70d7b73c3c2a26950588b4d22a9a51de7f8c56b0ba37c4,224,224,1.0,3263.104,145.584,,
Foam-Heavy,root,Foam-Heavy/frame_0061.jpg,dccc3857670c182aea652eb0e89ccff50148fec34ae44ba0a38c9941a1107938,224,224,1.0,2898.503,147.023,,
Foam-Heavy,root,Foam-Heavy/frame_0062.jpg,5088e6cbf162b00567f9793ce1e37bf7fe85fcfb038ab133e18d97fc66e15697,224,224,1.0,2955.097,147.942,,
Foam-Heavy,root,Foam-Heavy/frame_0063.jpg,cc4a3df43f30ada2b4d5dc546c6f78c38d3719b7b1759067f50dd37beeeba53e,224,224,1.0,2984.151,147.827,,
Foam-Heavy,root,Foam-Heavy/frame_0064.jpg,1586a82a3a5df7a24fd2f5834f0ce43d00728eb3937892b45c6120f05ca242c0,224,224,1.0,2742.863,148.412,,
Foam-Heavy,root,Foam-Heavy/frame_0065.jpg,6c20abe11af7f3c1ea068ab7f2a0f1345d7920a9f033acf4a09db41cd72ac2c9,224,224,1.0,2631.251,148.857,,
Foam-Heavy,root,Foam-Heavy/frame_0066.jpg,97644e162069a2695322a9b6950861490e87f31463dbb3cebdf4f6c58ac7dd03,224,224,1.0,2468.637,149.094,,
Foam-Heavy,root,Foam-Heavy/frame_0067.jpg,6b8957f1411f925f7203963aa966d6a043754b96216a8c6278a794d567860002,224,224,1.0,2441.349,147.269,,
Foam-Heavy,root,Foam-Heavy/frame_0068.jpg,1cb09ff95aaf8b829e0fb81504ec047debf224731331dc404b723475a65f3475,224,224,1.0,2720.184,146.219,,
Foam-Heavy,root,Foam-Heavy/frame_0069.jpg,6ef571df0650c1cbcaac3d2b8932a0b17c1d1c574f71c9f7ed470d73d1d6a706,224,224,1.0,2625.222,146.405,,
Foam-Heavy,root,Foam-Heavy/frame_0070.jpg,bde316dc5e40acff84e018b5883ab9912d09211efeaaa8253b839448ba2380bb,224,224,1.0,2467.868,145.166,,
Foam-Heavy,root,Foam-Heavy/frame_0071.jpg,047466237bf8f19de8a359421011c66fadceb19307b5e0ac094ccab2743a7eaa,224,224,1.0,2654.116,144.428,,
Foam-Heavy,root,Foam-Heavy/frame_0072.jpg,b83b71469adcdd0c37c591ccb1417736cfff803290c351ce6134be756226fdb9,224,224,1.0,2962.133,143.557,,
Foam-Heavy,root,Foam-Heavy/frame_0073.jpg,051c16b323f7a51a193c2ed54b2666ec96e575284f19c2b91ea27ca137485c95,224,224,1.0,2852.613,142.716,,
Foam-Heavy,root,Foam-Heavy/frame_0074.jpg,cbc6560af633ddd8789c424b6621263532c16cda54190f5786b13d549943c81b,224,224,1.0,2700.916,143.049,,
Foam-Heavy,root,Foam-Heavy/frame_0075.jpg,60eb55474d543fa04ad5913804c9a74a6f2a381cb3060c9a351678b70e3a43e6,224,224,1.0,2485.836,143.187,,
Foam-Heavy,root,Foam-Heavy/frame_0076.jpg,91d26fd55c8aad2c4b3bc93dd0719cbc016315d5c91b382e6755dfe1ea53fae0,224,224,1.0,2555.03,142.873,,
Foam-Heavy,root,Foam-Heavy/frame_0077.jpg,2c9c6d6bbc18b54a6cb900a7e8777d6cd27db4c5e5ea23451396688fb913d912,224,224,1.0,2783.685,143.141,,
Foam-Heavy,root,Foam-Heavy/frame_0078.jpg,f5ba86d915436ed0a275107231723a4e74d000b015d20231f62af8ad4a70e017,224,224,1.0,2838.731,142.591,,
Foam-Heavy,root,Foam-Heavy/frame_0079.jpg,54efa1206126d0c1671a6829c888aa01577d689c0a00d44683ee868bf06cc307,224,224,1.0,2775.501,142.26,,
Foam-Heavy,root,Foam-Heavy/frame_0080.jpg,e8a391c1d0361f58a0e49d5725f5c08f94382f47ec33b06da85743019faabb45,224,224,1.0,2621.282,143.925,,
Foam-Heavy,root,Foam-Heavy/frame_0081.jpg,9758b89c7f363601e9786c4b68926df1142936d3113621e614e4d746fb394298,224,224,1.0,2609.289,144.907,,
Foam-Heavy,root,Foam-Heavy/frame_0082.jpg,8812486901079e4ddda1d01b30f91b9f22246edcf9b1765b79e4870b58bb08be,224,224,1.0,2869.603,145.972,,
Foam-Heavy,root,Foam-Heavy/frame_0083.jpg,c5583bb5b410d4a2905fad9b3a581f5c2a7f0b9f7a8b1e0585b8d42281fac6f9,224,224,1.0,2923.355,146.107,,
Foam-Heavy,root,Foam-Heavy/frame_0084.jpg,3d76b8e83ee995d6b37a017ec4b5594fcff87935e8331afb4309b5ed00d402ab,224,224,1.0,2946.528,146.025,,
Foam-Heavy,root,Foam-Heavy/frame_0085.jpg,60730ede84bce2ad0581f9cde6aa06facccd436cacb77b3e4925334708417a3d,224,224,1.0,2846.688,145.722,,
Foam-Heavy,root,Foam-Heavy/frame_0086.jpg,46407b8215b12316263318943a9e3d3d7a4baa48fdea0c07c7759ff8f680094f,224,224,1.0,2962.414,144.504,,
Foam-Heavy,root,Foam-Heavy/frame_0087.jpg,dad5d2d36d393d680b0751d3de5977cd3904f11b1c207168456d763d4f6869cf,224,224,1.0,3056.119,144.125,,
Foam-Heavy,root,Foam-Heavy/frame_0088.jpg,7150153eeaf8de52257ec33a857b1a9a6cf118585e5b90a6ee083ff093ba25f7,224,224,1.0,3218.5,144.239,,
Foam-Heavy,root,Foam-Heavy/frame_0089.jpg,b7b6019b040e0cb58f08c3756fffcb78f26ab6a2e66f60ae98fadb23a9530b64,224,224,1.0,2847.944,143.989,,
Foam-Heavy,root,Foam-Heavy/frame_0090.jpg,872de98ed87abaca0a85cf281ee23d8cb0fd9ab80531c52727652e3a4e154c41,224,224,1.0,2719.495,144.089,,
Foam-Heavy,root,Foam-Heavy/frame_0091.jpg,30b1634ecbd7a0556c26086c0ef9164be44bb638d7c19f2e1f88ea4def44f3eb,224,224,1.0,2810.853,145.618,,
Foam-Heavy,root,Foam-Heavy/frame_0092.jpg,aefa6e4183b8d6a1bf38a1fd7d4638e1b7d116c3b9388ce617d970051c076f6e,224,224,1.0,2843.042,146.978,,
Foam-Heavy,root,Foam-Heavy/frame_0093.jpg,b0a1ebf2db6ee46a804dbb73ce94a1c3c7cfbc91287dce9bf199c0e471a017c4,224,224,1.0,2477.162,146.964,,
Foam-Heavy,root,Foam-Heavy/frame_0094.jpg,e69929013c5ada7daedc88aa918e4df3fdb5083bd0a83b49c7892a57f5192f59,224,224,1.0,2461.15,145.937,,
Foam-Heavy,root,Foam-Heavy/frame_0095.jpg,1eee172d218fc3cc0e12445dc9661c9d9a07a6c9c5a148da2ed18d232a0470c7,224,224,1.0,2658.238,144.802,,
Foam-Heavy,root,Foam-Heavy/frame_0096.jpg,3926a295a597e20a02fb34dc1e5eb850704f735df8db16dab661790119dd0a2e,224,224,1.0,2695.402,146.038,,
Foam-Heavy,root,Foam-Heavy/frame_0097.jpg,355277587bf6e1e9a46de8a4d9d8e5e98a51cd11e9eda85543de0b1aa907587a,224,224,1.0,3045.248,145.157,,
Foam-Heavy,root,Foam-Heavy/frame_0098.jpg,3d82a3e4edd7c902d63460f1c92b6f0a6fdc3bad263dbf0197bf3aec3b427b6c,224,224,1.0,2891.099,145.299,,
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,5e4c0f3b91a8f4cbbf5d0a758205b6647d3194ba6b6a8ca8876881a7b469c08a,224,224,1.0,2913.572,145.984,,
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,37f426fb6f50ab328dc041780ac7b4b28dfafc44d2d9d873fd64c4fb60270b5f,224,224,1.0,2517.381,149.364,,
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,e8fed71f559f5dda1f71e45942c46cc6fdb360e83a67d96ddeeec11a4260472e,224,224,1.0,2333.941,152.239,,
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,bceb34886beffddd54f4eb76cd33cfc81640c2851d6f0e4645da44f0b9bdce96,224,224,1.0,2945.433,153.518,,
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,298b4c4c4491d25e09d93a456fc07089f942c021e8df9ccbc19f06361cdf4ca8,224,224,1.0,2542.731,151.573,,
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,7a3a304b13ceeaa72fedf25efe5c8289022929bc6340cb5a627dc42cc6742f72,224,224,1.0,3051.736,149.007,,
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,9ede61e068bc35a1cfa030773531c0bf58de8668c61971634410bda487744d54,224,224,1.0,2888.171,145.651,,
